@data
2.0 2.0 0.0 45520.0 1214.0 177.0 164.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 2.0 1.0 9980.0 145.0 -3.0 -60.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 2.0 0.0 20720.0 284.0 13.0 -11.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 2.0 1.0 147400.0 189.0 55.0 33.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 700.0 700.0 0.0 
1.0 1.0 1.0 17730.0 134.0 97.0 -38.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 1.0 1.0 16210.0 44.0 -37.0 -6.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 9000.0 9000.0 0.0 
2.0 2.0 0.0 61140.0 306.0 22.0 -69.0 1.0 8.0 5.0 2.0 1.0 0.0 0.0 0.0 0.0 89400.0 80000.0 1.0 
1.0 1.0 1.0 10640.0 62.0 -68.0 -43.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 2.0 0.0 21760.0 391.0 -25.0 -11.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1000.0 1000.0 0.0 
1.0 2.0 0.0 43270.0 673.0 29.0 28.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 
1.0 1.0 1.0 3420.0 74.0 -73.0 -70.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 2.0 0.0 15190.0 367.0 -39.0 -18.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 1.0 1.0 69440.0 266.0 41.0 30.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 1.0 1.0 6850.0 355.0 191.0 309.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 1.0 0.0 212260.0 729.0 -50.0 -28.0 1.0 2.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1400.0 1000.0 0.0 
1.0 1.0 0.0 12610.0 157.0 -61.0 -52.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2000.0 2000.0 0.0 
1.0 1.0 0.0 29990.0 203.0 -55.0 -75.0 1.0 3.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 9400.0 6000.0 0.0 
2.0 2.0 0.0 46810.0 552.0 28.0 47.0 1.0 3.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 27500.0 20000.0 0.0 
2.0 1.0 0.0 58160.0 897.0 -4.0 3.0 1.0 3.0 2.0 1.0 0.0 0.0 0.0 0.0 0.0 1900.0 1000.0 0.0 
2.0 1.0 1.0 12150.0 118.0 -52.0 -36.0 1.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 3000.0 3000.0 0.0 
1.0 1.0 1.0 8690.0 262.0 -6.0 18.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 1.0 1.0 2740.0 17.0 0.0 -58.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 2.0 1.0 45150.0 140.0 24.0 -4.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.0 1.0 0.0 60200.0 449.0 32.0 24.0 1.0 5.0 3.0 2.0 0.0 0.0 0.0 0.0 0.0 9200.0 5000.0 0.0 
1.0 2.0 1.0 4230.0 126.0 -55.0 -61.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.0 2.0 0.0 24950.0 344.0 -7.0 -21.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 300.0 300.0 0.0 
2.0 2.0 0.0 24750.0 548.0 -8.0 21.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
